企業情報_1_名前,企業情報_2_サイト,企業情報_3_求人サイト企業情報,連絡先_1_住所,連絡先_2,連絡先_3,連絡先_4
株式会社愛しとーと,https://aishitoto.co.jp/,https://employment.en-japan.com/desc_1040859/?PK=765249&arearoute=1,【本社】/〒811-1211/福岡県那珂川市今光6-23,仲井,092-954-0668,
株式会社ミニミニハウジング（ミニミニグループ）,http://minimini-housing.co.jp/,https://employment.en-japan.com/desc_1041104/?PK=765249&arearoute=1,【本社】/〒460-0003/愛知県名古屋市中区錦3-16-27　栄パークサイドプレイス9F,採用担当,052-973-0101,
株式会社特別警備保障,http://tokkei.com/,https://employment.en-japan.com/desc_1041818/?PK=64821F&arearoute=1,【平塚本社】/〒254-0014/神奈川県平塚市四之宮二丁目14番52号,採用担当,0463-22-8300,
グローブシップ株式会社,http://www.globeship.co.jp,https://employment.en-japan.com/desc_1041832/?PK=64821F&arearoute=1,本社／東京都港区芝4-11-3　芝フロントビル,採用担当,03-6362-9741,
新日本テック株式会社,,https://employment.en-japan.com/desc_1041877/?PK=64821F&arearoute=1,■大阪技術部/大阪府大阪市港区市岡2-4-30,採用担当,06-4301-7885,
株式会社ウォーターエージェンシー,,https://employment.en-japan.com/desc_1041961/?PK=64821F&arearoute=1,【本社】/東京都新宿区東五軒町3-25,竹中・結城,03-6684-4082,
さくら自動車株式会社（日本交通グループ）,,https://employment.en-japan.com/desc_1036396/?PK=64821F&arearoute=1,■本社/〒553-0003 大阪府大阪市福島区福島6-2-6 大阪安藤ハザマビル8F,採用担当／日本交通グループ採用窓口,06-6451-5314,
村木商事株式会社,https://www.muraki-syoji.com,https://employment.en-japan.com/desc_1037267/?PK=64821F&arearoute=1,本社・工場/〒578-0944　大阪府東大阪市若江西新町1丁目2番13号,採用担当,06-6729-2591,
池田タクシー株式会社,http://www.ikeda-taxi.co.jp/,https://employment.en-japan.com/desc_1038148/?PK=64821F&arearoute=1,【本社】大阪府池田市天神1-9-9,採用担当,072-761-4702,
山田運送株式会社,https://www.yamada-transport.co.jp/,https://employment.en-japan.com/desc_1038150/?PK=64821F&arearoute=1,本社営業所│〒578-0921 大阪府東大阪市水走1-18-36,採用担当,072-963-8000,
株式会社坪内電気工業所,https://www.tsuboden.co.jp/index.html,https://employment.en-japan.com/desc_1039180/?PK=64821F&arearoute=1,〒491-0831/愛知県一宮市森本3-25-7,採用担当,0586-72-5300,
株式会社北斗,http://www.hokuto-g.co.jp/index.html,https://employment.en-japan.com/desc_1039267/?PK=64821F&arearoute=1,本社／〒379-2215 群馬県伊勢崎市赤堀今井町2丁目1044-1,採用担当,0270-63-0001,
株式会社布倉,,https://employment.en-japan.com/desc_1039399/?PK=64821F&arearoute=1,〒457-0807/愛知県名古屋市南区鶴見通5-3,採用担当,052-612-1787,
株式会社調布ハウジング,http://www.chofuhg.co.jp/,https://employment.en-japan.com/desc_1039476/?PK=64821F&arearoute=1,〒182-0034/東京都調布市下石原2-60-2,採用担当：小山,042-485-0018,
鳥井油業株式会社,https://torii-gr.com/,https://employment.en-japan.com/desc_1039671/?PK=64821F&arearoute=1,〒125-0062/東京都葛飾区青戸1-7-5　青砥中村ビル1F　エネアース株式会社,採用担当,03-5671-1060,
株式会社ビルシステム,http://www.biru-system.jp/,https://employment.en-japan.com/desc_1039723/?PK=64821F&arearoute=1,東京都品川区西五反田1-29-1　コイズミビル7階,03-3491-5578,,
東日本警備保障株式会社,,https://employment.en-japan.com/desc_1039731/?PK=64821F&arearoute=1,本社／〒 983-0836　宮城県仙台市宮城野区幸町5-12-7,採用担当,022-2298-4770,
セイブ環境株式会社,http://www.seibu-kankyo.co.jp,https://employment.en-japan.com/desc_1039765/?PK=64821F&arearoute=1,本社／〒189-0013/東京都東村山市栄町2-21-2 島田ビル,採用担当,042-395-8951,
株式会社シーエックスカーゴ,http://www.cx-cargo.co.jp/,https://employment.en-japan.com/desc_1040044/?PK=64821F&arearoute=1,■関東配送センター　久喜事業所/〒346-0025/埼玉県久喜市樋ノ口大野50　全農物流株式会社内,採用担当,0480-29-2337,
大阪センコー運輸株式会社,http://www.osakasenko.com/,https://employment.en-japan.com/desc_1040186/?PK=64821F&arearoute=1,【新流営業所】/〒566-0062 /大阪府摂津市鳥飼上5-2-52,採用担当,072-654-2015,
株式会社セノン 茨城支社,http://www.senon.co.jp/,https://employment.en-japan.com/desc_1040299/?PK=64821F&arearoute=1,＜茨城支社＞/茨城県つくば市竹園1-6-1　つくば三井ビルディング12F,採用担当,029-851-6221,
株式会社RAD,http://www.rad-japan.co.jp,https://employment.en-japan.com/desc_1040918/?PK=64821F&arearoute=1,【本社】〒110-0014/東京都台東区北上野2丁目3番9号　北上野ビル,採用担当,03-6231-6677,
京成タクシー佐倉株式会社,http://www.keiseitaxi.jp/sakura,https://employment.en-japan.com/desc_1040993/?PK=64821F&arearoute=1,〒285-0808/千葉県佐倉市太田2306-4,採用担当,043-484-2108,
株式会社オフロードワークス,https://www.oflowedworks.jp/,https://employment.en-japan.com/desc_1041031/?PK=64821F&arearoute=1,■大阪本社/〒571-0015/大阪府門真市三ツ島5-17-40,採用担当,072-883-0262,info@oflowedworks.main.jp
株式会社ダスキンサーヴ北関東,http://www.duskin-cs.jp/kitakantou/,https://employment.en-japan.com/desc_1041404/?PK=64821F&arearoute=1,ダスキンサーヴ北関東 本社／〒379-2153　群馬県前橋市上大島町390番地の1,採用担当,027-263-3492,
株式会社関西RIMS,,https://employment.en-japan.com/desc_1041516/?PK=64821F&arearoute=1,〒533-0033/大阪府大阪市東淀川区東中島1-6-14 新大阪第2日大ビル9F,採用担当,06-4862-5565,
株式会社ユニマットリアルティー,http://www.unimatrealty.co.jp/,https://employment.en-japan.com/desc_1041720/?PK=64821F&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
山川産業株式会社,http://www.yks-net.co.jp,https://employment.en-japan.com/desc_1041728/?PK=64821F&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
滋賀近交運輸倉庫株式会社,http://www.kinkog.co.jp/,https://employment.en-japan.com/desc_1041861/?PK=64821F&arearoute=1,＜大阪支店＞/〒571-0015/大阪府門真市三ツ島5丁目36-1,採用担当,072-884-9780,
滋賀近交運輸倉庫株式会社,http://www.kinkog.co.jp/,https://employment.en-japan.com/desc_1041863/?PK=64821F&arearoute=1,＜大阪支店＞/〒571-0015/大阪府門真市三ツ島5丁目36-1,採用担当,072-884-9780,
東栄ホームサービス株式会社,https://www.touei-home.co.jp/,https://employment.en-japan.com/desc_1041904/?PK=64821F&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　 東栄ホームサービス採用事務局,sss-info@en-japan.com,
株式会社東急コミュニティー,http://www.tokyu-com.co.jp/,https://employment.en-japan.com/desc_1041911/?PK=64821F&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　東急コミュニティー採用事務局,sss-info@en-japan.com,
株式会社不二食,http://www.fuji-syoku.co.jp/,https://employment.en-japan.com/desc_1041914/?PK=64821F&arearoute=1,＜本社＞/〒812-0882/福岡県福岡市博多区麦野3丁目18-8,採用担当,092-593-0220,
静和通信工業株式会社,http://www.seiwatsushin.co.jp/,https://employment.en-japan.com/desc_1041927/?PK=64821F&arearoute=1,【本社】/〒171-0044/東京都豊島区千早3-34-10,採用担当,03-6454-9099,
株式会社ビクトリー,https://www.v-victory.com/index.html,https://employment.en-japan.com/desc_1041956/?PK=64821F&arearoute=1,本社／〒340-0801 埼玉県八潮市八條3450-3,採用担当（堀越）,048-994-4470,
有限会社センターシステム,https://ateam.co.jp/,https://employment.en-japan.com/desc_1041985/?PK=64821F&arearoute=1,〒354-0015 /埼玉県富士見市東みずほ台1-2-8,049-268-5711,,
千葉日野自動車株式会社,https://www2.chiba-hino.co.jp,https://employment.en-japan.com/desc_1042162/?PK=64821F&arearoute=1,【本社】/〒261-0002/千葉市美浜区新港177,採用担当,043-241-6661(代表),
株式会社ホシプラ,https://hoshipura.co.jp/,https://employment.en-japan.com/desc_1039770/?PK=64821F&arearoute=1,本社・本社工場／大阪府八尾市北亀井町2-3-3,採用担当,	072-923-5003,
株式会社アキタフーズ,http://www.akitatamago.co.jp/,https://employment.en-japan.com/desc_1040380/?PK=64821F&arearoute=1,【東京本社】/〒105-0004　東京都港区新橋6-14-3 御成門PREX 7F,齊藤,03-6809-1806(代表),
ブリヂストンリテールジャパン株式会社,https://www.bridgestone.co.jp/brj/recruit/saiyou/,https://employment.en-japan.com/desc_1011240/?PK=64821F&arearoute=1,〒104-0031/東京都中央区京橋一丁目12番2号,本社 企画部 採用担当,03-3563-6573,recruit.contact.brj@bridgestone.com
株式会社エフ・オー・プランニング,http://www.fop-japan.co.jp/,https://employment.en-japan.com/desc_1030573/?PK=64821F&arearoute=1,【神戸オフィス】/〒650-0021　兵庫県神戸市中央区三宮町3-9-15 東亜ビル6F/担当／採用担当/TEL／0120-979-423//【名古屋営業所】/〒460-0008　愛知県名古屋市中区栄4-3-26 昭和ビル2F/担当／採用担当/TEL／052-251-5656//※希望する勤務地へお電話ください。,採用担当,,
東京ガスライフバル千葉株式会社,http://www.tglv-chiba.com/,https://employment.en-japan.com/desc_1033933/?PK=64821F&arearoute=1,【本社】/〒261-0001　千葉県千葉市美浜区幸町1-6-8,採用担当,043-204-4126,
富士精工株式会社,http://www.f-sk.co.jp,https://employment.en-japan.com/desc_1039054/?PK=64821F&arearoute=1,【本社】/〒467-0852　愛知県名古屋市瑞穂区明前町9-31,採用担当,052-821-3151,
株式会社エーワン,http://www.a-1net.co.jp/,https://employment.en-japan.com/desc_1039660/?PK=64821F&arearoute=1,本社／〒141-0031　東京都品川区西五反田7-22-17 TOCビル4階,採用担当,03-5435-1171,
新島物産株式会社 東京支店,http://www.niijima.co.jp/,https://employment.en-japan.com/desc_1040409/?PK=64821F&arearoute=1,■東京支店/〒135-0016/東京都江東区東陽3-26-26,採用担当 曽我部,03-3648-2140,
株式会社フジタ,http://fujita-co.jp/,https://employment.en-japan.com/desc_1040829/?PK=64821F&arearoute=1,本社／〒592-0012/大阪府高石市西取石7-14-38,採用担当,072-264-4558,
株式会社ピーオーテクノサービス,http://www.po-technoservice.co.jp/,https://employment.en-japan.com/desc_1041110/?PK=64821F&arearoute=1,【静岡事務所】/〒422-8008/静岡県静岡市駿河区栗原6-25,採用担当,054-263-2812,
太平鋼材工業株式会社,https://taiheikouzai.co.jp/index.html,https://employment.en-japan.com/desc_1041262/?PK=64821F&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
UTコンストラクション株式会社,https://www.ut-construction.co.jp/,https://employment.en-japan.com/desc_1041930/?PK=64821F&arearoute=1,〒141-0022/東京都品川区東五反田1-11-15　電波ビル4階,採用担当,0120-002-462(受付時間：平日9:00～21:00)	,
Qxpress Corp.株式会社,http://www.qxpress.asia/jap/html/,https://employment.en-japan.com/desc_1041943/?PK=64821F&arearoute=1,〒273-0017 /千葉県船橋市西浦3-4-2,採用担当,050-3189-7086,
株式会社ジエー・シー・シー,,https://employment.en-japan.com/desc_1041959/?PK=64821F&arearoute=1,本社／〒230-0054　神奈川県横浜市鶴見区大黒ふ頭6,梅田,045-521-6537,
株式会社エフ・オー・プランニング,http://www.fop-japan.co.jp/,https://employment.en-japan.com/desc_1030304/?PK=044861&arearoute=1,【本社】〒153-0064/東京都目黒区下目黒1-1-11　目黒東洋ビル7F,採用担当,0120-979-423,
株式会社流通サービス,http://www.ryutsu.co.jp/top.html,https://employment.en-japan.com/desc_1032237/?PK=044861&arearoute=1,【本社】/〒340-0032/埼玉県草加市遊馬町769-1　本社ビル3号館1階,採用センター,0120-570-720,
相鉄バス株式会社,https://www.sotetsu-bus-recruit.jp/,https://employment.en-japan.com/desc_1033937/?PK=044861&arearoute=1,〒220-0004/神奈川県横浜市西区北幸2-9-14/相鉄ビジネスサービス株式会社//※今回の募集に関する採用業務は「相鉄ビジネスサービス株式会社」が代行します。,採用担当（エン転職係）,045-322-9517／070-4834-4339　※受付時間／土日祝を除く9時～18時,
大和自動車交通株式会社,http://www.daiwaj.com/,https://employment.en-japan.com/desc_1036883/?PK=044861&arearoute=1,【銀座本部】/〒104-0061/東京都中央区銀座1-14-4プレリー銀座ビル5F,採用企画部　採用担当,03-6271-0541,
カンダリテールサポート株式会社,https://kanda-cashnet.jp/,https://employment.en-japan.com/desc_1037637/?PK=044861&arearoute=1,【東京ＣＳセンター】/〒135-0063/東京都江東区有明1-3-5,採用係,03-3527-5836 ※営業のお電話はお控えください。,
有限会社手島運送,http://www.teshima-unsou.co.jp/,https://employment.en-japan.com/desc_1039678/?PK=044861&arearoute=1,〒365-0023/埼玉県鴻巣市笠原1666番地,採用担当,048-542-5428,
鹿島建物総合管理株式会社,https://www.kajima-tatemono.com/,https://employment.en-japan.com/desc_1040949/?PK=044861&arearoute=1,〒162-0845/東京都新宿区市谷本村町2-1 クイーポビル7F,採用担当,03-5228-5157(直通),
株式会社スリーピース,http://3-piece.co.jp,https://employment.en-japan.com/desc_1040974/?PK=044861&arearoute=1,■神戸本社/〒650-0046/兵庫県神戸市中央区港島中町6-3-6,採用担当,0120-958-495(人事部直通),
株式会社丸和運輸機関（東証一部上場）,http://www.momotaro.co.jp/,https://employment.en-japan.com/desc_1041274/?PK=044861&arearoute=1,【株式会社丸和運輸機関　吉川営業所】/〒 342-0036 埼玉県吉川市高富2-1-6,採用担当,048-981-1000,
ハートグループ株式会社,https://www4.hp-ez.com/hp/heart-g/page1,https://employment.en-japan.com/desc_1041299/?PK=044861&arearoute=1,〒151-0053/東京都渋谷区代々木2-23-1 ニューステイトメナー111,採用担当,03-6300-0410,
株式会社サカイ引越センター 九州本部,http://www.hikkoshi-sakai.co.jp,https://employment.en-japan.com/desc_1041393/?PK=044861&arearoute=1,【九州本部】/〒812-0888/福岡県福岡市博多区板付2-14-20,採用担当,092-588-7002,
株式会社ライフドリンクカンパニー,https://www.ld-company.com/,https://employment.en-japan.com/desc_1041446/?PK=044861&arearoute=1,【本社】/〒530-0001/大阪府大阪市北区梅田3丁目3-10　梅田ダイビル10階,採用担当,ml-saiyo@ld-company.com,
洛陽交運株式会社,https://www.rakuyo-taxi.co.jp/,https://employment.en-japan.com/desc_1041494/?PK=044861&arearoute=1,【本社】/〒601-8444/京都府京都市南区西九条森本町65番地,採用担当,075-691-8101,
エムケイ西日本グループ株式会社,https://www.mk-group.co.jp/osaka/recruit.html,https://employment.en-japan.com/desc_1032975/?PK=044861&arearoute=1,【神戸営業所】/〒650-0045/兵庫県神戸市中央区港島8-11-2,採用担当,078-306-5655,
有限会社松山水道設備,,https://employment.en-japan.com/desc_1033126/?PK=044861&arearoute=1,【本社】/〒343‐0111/埼玉県北葛飾郡松伏町松伏2631-1,採用担当,048-991-2469,
株式会社アイビーリフォーム,https://www.aibreform.com/,https://employment.en-japan.com/desc_1036376/?PK=044861&arearoute=1,＜本社＞/〒243-0021/神奈川県厚木市岡田4-3-34,採用担当,046-220-4734,
オー・エー・ピー熱供給株式会社,,https://employment.en-japan.com/desc_1036526/?PK=044861&arearoute=1,＜本社＞/〒530-0042/大阪市北区天満橋1-8-30 OAPタワー4F,採用担当,06-6881-5170,
株式会社野々山ハウジング設備,https://www.nonoyama.co.jp/,https://employment.en-japan.com/desc_1037639/?PK=044861&arearoute=1,本社／〒464-0074　愛知県名古屋市千種区仲田二丁目18番17号,採用担当：野々山,052-762-1111,
株式会社ヤマトサービス工業,,https://employment.en-japan.com/desc_1037823/?PK=044861&arearoute=1,〒144-0045 /東京都大田区南六郷3-20-10,採用担当,03-3736-9301,
中央運送株式会社,http://www.chuounso.co.jp/,https://employment.en-japan.com/desc_1038056/?PK=044861&arearoute=1,■本社/〒135-0061/東京都江東区豊洲6-6-2 東京都中央卸売市場 豊洲市場7街区 水産卸売場棟3階,採用担当,03-6633-0758(本社)、047-433-0486(船橋),
株式会社宮川電設工業,https://www.m-densetsu.com/,https://employment.en-japan.com/desc_1038572/?PK=044861&arearoute=1,【本社】/〒621-0841/京都府亀岡市西つつじヶ丘五月台1-13-1,採用担当,0771-25-7241,
株式会社JET,https://jet-tp.com/,https://employment.en-japan.com/desc_1039348/?PK=044861&arearoute=1,〒132-0084/東京都江戸川区東葛西6-17-10　Jビル1F,採用担当,03-5659-1031,
株式会社石井装飾,http://ishii-d.co.jp,https://employment.en-japan.com/desc_1039580/?PK=044861&arearoute=1,【本社】/〒565-0802/大阪府吹田市青葉丘南6-16,採用担当,06-6876-1191,
ハマヤ株式会社,https://www.hamaya.tokyo/,https://employment.en-japan.com/desc_1039657/?PK=044861&arearoute=1,〒136-0072  東京都江東区大島1-35-2,採用担当,hmy@hamaya.tokyo,
共同エンジニアリング株式会社,http://www.kyodo-engine.com/,https://employment.en-japan.com/desc_1039780/?PK=044861&arearoute=1,〒100-0005/東京都千代田区丸の内1-8-3　丸の内トラストタワー本館7F,採用担当,0120-550-751,
共愛エンジニヤリング株式会社（大成株式会社100％出資）,http://www.kyoai.co.jp/,https://employment.en-japan.com/desc_1040156/?PK=044861&arearoute=1,＜本社＞/〒160-0022/東京都新宿区新宿1-8-1 大橋御苑駅ビル,共愛エンジニヤリング 採用担当,03-5269-4930,enji@kyoai.co.jp
日世冷暖サービス株式会社,http://www.nisseisan.co.jp/,https://employment.en-japan.com/desc_1040175/?PK=044861&arearoute=1,本社／〒663-8013 兵庫県西宮市門前町11-4,採用担当,0798-66-6931,
フレンズパン協業組合,,https://employment.en-japan.com/desc_1040274/?PK=044861&arearoute=1,＜本社＞/〒474-0011/愛知県大府市横根町大猿尾100番地の1 フレンズパン協業組合,採用担当,0562-47-8222,
有限会社伊井エンジニアリング,http://www.ii-engineering.com/,https://employment.en-japan.com/desc_1040564/?PK=044861&arearoute=1,■本社/〒989-3216/宮城県仙台市青葉区高野原4-13-24,採用担当,022-394-2009,
株式会社ウイルテック,https://www.willtec.jp,https://employment.en-japan.com/desc_1040673/?PK=044861&arearoute=1,【津SC】JR紀勢本線、近鉄名古屋線 津駅 徒歩約20分/三重県津市住吉町4-7 パレオシンセイII 1F,採用担当,0120-596-788,
神奈中観光株式会社（小田急グループ）,http://www.kanachu-kanko.co.jp/,https://employment.en-japan.com/desc_1040865/?PK=044861&arearoute=1,〒194-0004/本社／東京都町田市鶴間7-6-22,総務部総務課 採用担当,042-788-2635,
ヤチヨコアシステム株式会社,https://www.yachiyocoa-recruit.com,https://employment.en-japan.com/desc_1041438/?PK=044861&arearoute=1,【本社】/〒530-0043/大阪府大阪市北区天満3-7-4,田中,06-6356-8484(代表)、06-6353-0507(採用直通),
西日本自動車株式会社,http://www.nishinihon-taxi.com/gaiyo.html,https://employment.en-japan.com/desc_1041492/?PK=044861&arearoute=1,【本社】/〒810-0071 /福岡市中央区那の津5-4-3,松山,092-761-7150,
日本梱包運輸倉庫株式会社 名古屋営業所,http://www.nikkon.co.jp/,https://employment.en-japan.com/desc_1036913/?PK=044861&arearoute=1,【名古屋営業所】/〒457-0823/愛知県名古屋市南区元塩町6-18-1,採用担当,052-612-3326,
芳商物流株式会社（千葉営業所）,http://www.hosho-tp.co.jp/,https://employment.en-japan.com/desc_1036934/?PK=044861&arearoute=1,〒143-0001/東京本社／東京都大田区東海3-2-1　大田市場事務棟1F,採用担当,03-5492-3371,
有限会社エコ・エネルギー,http://www.ecoenergie.jp,https://employment.en-japan.com/desc_1037655/?PK=044861&arearoute=1,【本社】/〒599-8125/大阪府堺市東区西野190-1,採用担当,072-230-0325,
山菱電機株式会社,http://www.yamabishidenki.co.jp/,https://employment.en-japan.com/desc_1037750/?PK=044861&arearoute=1,東京営業所／〒143-0015 東京都大田区大森西3-19-20,採用担当,03-5767-6222,
横山産業株式会社,http://www.yokoyama-group.com/,https://employment.en-japan.com/desc_1037894/?PK=044861&arearoute=1,【本社】/〒121-0807　東京都足立区伊興本町1-12-4,採用担当,03-3855-4550,
株式会社大海,https://www.ooumi-amagasaki.com/,https://employment.en-japan.com/desc_1037941/?PK=044861&arearoute=1,本社／大阪府大阪市此花区常吉2-4-1,大海,06-6467-6070,
名古屋エムケイ株式会社,http://www.mk-group.co.jp/nagoya/,https://employment.en-japan.com/desc_1038691/?PK=044861&arearoute=1,【本社】/〒462-0033/愛知県名古屋市北区金田町4-1-1,有岡（ありおか）,052-912-5757,
京成タクシー千葉株式会社,https://www.keisei-taxi-chiba.jp/,https://employment.en-japan.com/desc_1039027/?PK=044861&arearoute=1,【本社】/〒260-0843　/千葉市中央区末広4-27-1,採用担当,043-305-0519,
株式会社Rmカンパニー,http://www.rm-company.co.jp/index.html,https://employment.en-japan.com/desc_1039065/?PK=044861&arearoute=1,【本社】/〒452-0002/愛知県名古屋市中村区名駅1-1-1　JPタワー名古屋21階,採用担当,052-462-8400,
株式会社G'LUX,https://www.g-lux.jp/,https://employment.en-japan.com/desc_1039175/?PK=044861&arearoute=1,本社／埼玉県北葛飾郡杉戸町杉戸2丁目14－13,採用担当,0480-31-7763,
へつぎ電設,http://hetsugi.com/,https://employment.en-japan.com/desc_1039211/?PK=044861&arearoute=1,〒132-0032　東京都江戸川区西小松川町23-7,採用担当,03-3654-2670、070-3523-8374,
株式会社シースリーシステムズ,https://c-threesystems.co.jp,https://employment.en-japan.com/desc_1039623/?PK=044861&arearoute=1,【本社】/〒984-0015/宮城県仙台市若林区卸町5丁目3-3-103,採用担当,022-781-9690,
神田運送有限会社,,https://employment.en-japan.com/desc_1039682/?PK=044861&arearoute=1,〒173-0036/東京都板橋区向原1-4-8,採用担当,03-3956-6845,
株式会社藤屋,http://www.fujiya-inc.co.jp/,https://employment.en-japan.com/desc_1039687/?PK=044861&arearoute=1,〒136-0082 /東京都江東区新木場4-6-9,採用担当,03-3522-2212,
ウスイ金属株式会社,http://www.usui-metals.com,https://employment.en-japan.com/desc_1039854/?PK=044861&arearoute=1,■事業本部/〒272-0014 千葉県市川市田尻3丁目7-35,採用担当,047-377-1211,
株式会社不二ビルサービス,http://www.fujibiru.co.jp/,https://employment.en-japan.com/desc_1040046/?PK=044861&arearoute=1,〒101-0044/東京都千代田区鍛冶町1-5-7　江原ビル3階,採用担当,03-3258-5511,
株式会社豊田商店,https://www.toyoda-shouten.com/,https://employment.en-japan.com/desc_1040464/?PK=2F71FA&arearoute=1,〒544-0031　大阪府大阪市生野区鶴橋2-2-11,採用担当宛,06-6717-3113,
株式会社LNJ中通,http://www.chuoexp.co.jp/,https://employment.en-japan.com/desc_1040515/?PK=2F71FA&arearoute=1,〒103-0023/東京都中央区日本橋本町1-9-1 S-GATE日本橋本町10F,採用担当,03-3527-9014,
株式会社栄興運,http://www.sakaekouun.com/index.html,https://employment.en-japan.com/desc_1040519/?PK=2F71FA&arearoute=1,〒613-0024/京都府久世郡久御山町森川端86-1,採用担当,075-632-7711,
TMES株式会社,http://www.tm-es.co.jp/,https://employment.en-japan.com/desc_1040909/?PK=2F71FA&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
鈴与シンワ物流株式会社（鈴与グループ）,https://sl.shinwart.co.jp/,https://employment.en-japan.com/desc_1040910/?PK=2F71FA&arearoute=1,本社/〒108-0022/東京都港区海岸3-26-1 バーク芝浦5階,採用担当,03-5440-2824,
株式会社K's物流サービス,http://ks-logi.jp/,https://employment.en-japan.com/desc_1040919/?PK=2F71FA&arearoute=1,福岡県糟屋郡志免町田富4-4-5,採用担当,092-692-4300,
株式会社東管,http://www.tokans.co.jp,https://employment.en-japan.com/desc_1041044/?PK=2F71FA&arearoute=1,東京都中野区中央1-46-6　アモダックビル,採用担当,03-3366-5963,
株式会社南港マリン,http://www.nanko-marin.com/recruit,https://employment.en-japan.com/desc_1041345/?PK=2F71FA&arearoute=1,〒590-0976/大阪府堺市堺区大浜南町1丁目6番11号,採用担当,072-229-1755,
豊栄交通株式会社,http://www.hoei-group.co.jp,https://employment.en-japan.com/desc_1041368/?PK=2F71FA&arearoute=1,【本社】/〒471-0841/愛知県豊田市深田町1-126-1,採用担当,0565-28-7123,
ロジテック株式会社,,https://employment.en-japan.com/desc_1041385/?PK=2F71FA&arearoute=1,神奈川営業所／〒236-0003 神奈川県横浜市金沢区幸浦2-9-23,採用担当,045-349-9700,
株式会社東京ドームファシリティーズ,http://www.td-f.co.jp/index.html,https://employment.en-japan.com/desc_1040126/?PK=2F71FA&arearoute=1,本社／〒112-0004/東京都文京区後楽1-3-61,採用担当,03-3817-6164,
シモハナ物流株式会社 尾道第一営業所,https://shimohana-job.net/jobfind-pc/,https://employment.en-japan.com/desc_1040413/?PK=2F71FA&arearoute=1,■本社/広島県安芸郡坂町横浜中央1-6-30　4F,シモハナ物流採用センター,0120-935-891(受付時間／10:00～19:00)　※ご希望の営業所名をお伝えください。,
SBSゼンツウ株式会社,http://www.sbs-zentsu.co.jp/,https://employment.en-japan.com/desc_1041015/?PK=2F71FA&arearoute=1,東京都江東区新木場1-10-9,採用担当,048-446-9223,
松田産業株式会社（東証一部上場）,http://www.matsuda-sangyo.co.jp/,https://employment.en-japan.com/desc_1041122/?PK=2F71FA&arearoute=1,読み取り不可避エラー,,,
シグマグループ（シグマロジスティクス株式会社、シグマベンディングサービス株式会社）,http://www.sigma-logi.jp,https://employment.en-japan.com/desc_1010219/?PK=2F71FA&arearoute=1,今回のシグマグループの合同募集の応募受付は、シグマロジスティクス株式会社が行ないます。//【本社】〒141-0021/東京都品川区上大崎2-25-2　新目黒東急ビル6階,採用担当,0120-473-313　※土日も含め受付しています。,
みかど造園株式会社,http://www.mikadozouen.kouji.biz/17.html,https://employment.en-japan.com/desc_1036426/?PK=2F71FA&arearoute=1,【本社】/〒262-0033/千葉県千葉市花見川区幕張本郷6-21-11,採用担当,043-298-2888,
株式会社TOYO,http://toyo-co-ltd.com/index.html,https://employment.en-japan.com/desc_1037246/?PK=2F71FA&arearoute=1,〒123-0843/東京都足立区西新井栄町3-2-8,採用担当,03-3852-3311,
株式会社トラスト・ウィッシュ,http://www.trustwish.co.jp/,https://employment.en-japan.com/desc_1039640/?PK=2F71FA&arearoute=1,【本社】/〒113-0022/東京都文京区千駄木3-22-12 ストークエイコー202号室,採用担当,03-5834-2776,
株式会社メーカーズ,http://www.makers-corp.jp/index.html,https://employment.en-japan.com/desc_1039675/?PK=2F71FA&arearoute=1,■本社／福岡県福岡市西区石丸4-5-53,採用担当　井芹宛,092-753-6611,
株式会社みつわ巧芸,http://www.mituwakougei.com,https://employment.en-japan.com/desc_1040429/?PK=2F71FA&arearoute=1,〒123-0873/東京都足立区扇2-22-9,採用担当,03-3856-4051,
株式会社エイジェック,http://www.agekke.co.jp/,https://employment.en-japan.com/desc_1040823/?PK=2F71FA&arearoute=1,〒108-0075/東京都港区港南2-16-4　品川グランドセントラルタワー7F,採用企画本部,0120-963-952,
株式会社TS工建,https://www.tskouken.jp,https://employment.en-japan.com/desc_1040900/?PK=2F71FA&arearoute=1,【本社】/〒530-0057/大阪市北区曽根崎2-12-7　清和梅田ビル18F,人事部,06-6365-1131,
株式会社アメニティ,http://www.do-amenity.co.jp/,https://employment.en-japan.com/desc_1041172/?PK=2F71FA&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
